author,title,description,content,date
Rachel Aiello,Turnout at advance polls up: more than 2 million Canadians have voted already - CTV News,Turnout at advance polls up: more than 2 million Canadians have voted already CTV News About 2M people voted during the first two days advance polls - Canada News Castanet.net 25% increase in advance voting - Video CityNews Numbers show 25% increase in advanc…,"OTTAWA Over the first two days of advance polling, approximately two million Canadians cast their ballot, according to Elections Canada.
That's a 25 per cent increase from the number of voters who voted during the first two days of advance polls in the 2015 … [+1672 chars]",2019-10-14T15:10:00Z
,"Aphria, the first large pot producer to report second profit, soars in early trading - Financial Post","Aphria, the first large pot producer to report second profit, soars in early trading Financial Post Aphria Inc. Announces Second Consecutive Quarter of Profitability and Positive Adjusted EBITDA Canada NewsWire Cannabis producer Aphria reports $16.4M profit i…","Aphria Inc. became the first large pot producer to report a second consecutive profitable quarter Tuesday, sending its stock up as much as 18 per cent.
The company said it earned $16.4 million on revenue of $126.1 million in the quarter ended Aug. 31, a slig… [+2663 chars]",2019-10-15T13:37:00Z
Salmaan Farooqui,UN report blasts ‘abhorrent’ housing conditions of Canada’s Indigenous people - The Globe and Mail,UN report blasts ‘abhorrent’ housing conditions of Canada’s Indigenous people The Globe and Mail UN report highlights 'abhorrent' housing conditions for Indigenous people CTV News Indigenous People Face ‘Abhorrent’ Housing Conditions In Canada: UN Report Huff…,"Leilani Farha, UN special rapporteur on the right to adequate housing, speaks during a press conference in Cairo, Egypt, on Oct. 3, 2018. 
AMR ABDALLAH DALSH/Reuters
A United Nations report is highlighting the role abhorrent housing conditions play in the p… [+2968 chars]",2019-10-21T11:40:35Z
,DEAR CANADA: Alienated Westerners voice frustration in wake of election - Toronto Sun,DEAR CANADA: Alienated Westerners voice frustration in wake of election Toronto Sun Former Alberta premier says she'd support federal Liberals navigate Western division CTV News 'We need to really go to work': Goodale calls for Liberal outreach in Western Can…,"B.C. NEEDS US
Every time someone brings up separation, an “expert” says “a landlocked country can’t sell.” If Alberta separated, B.C. would find itself in dire need of a “pipeline” to Canada. Customs can be troublesome, can’t they? Haven’t we paid our master… [+13441 chars]",2019-10-27T00:15:00Z
Dallas Flexhaug,Word on the Street: How is western alienation affecting voters in the 2019 federal election? - Global News,"As voters begin to head to the polls, one expert worries the 2019 federal election has widened the divide between eastern and western Canada rather than addressed it.","Each day this week, Global News will explore some of the issues that matter to Calgary voters as we approach the 2019 federal election in a new segment called Word on the Street.
The Global News Morning Calgary team took to the streets last week to find out … [+4704 chars]",2019-10-15T15:07:10Z
,Vancouver Granville is split down the middle as former Liberal Jody Wilson-Raybould seeks re-election - The Globe and Mail,"It’s a test of Ms. Wilson-Raybould’s own brand and perhaps of her long-term viability in federal politics, which in Canada remains a deeply partisan game","Vancouver-Granville election signs for independent candidate Jody Wilson-Raybould and Liberal candidate Taleeb Noormohamed are seen in Vancouver, on Wednesday October 16, 2019. Darryl Dyck/The Globe and Mail
DARRYL DYCK/The Globe and Mail
Janet Moores famil… [+8878 chars]",2019-10-17T22:50:06Z
,Live coverage: Canada holds its breath awaiting results of tight election - Montreal Gazette,Welcome to the Montreal Gazette’s live coverage of election night in Canada. Stay tuned throughout the night for updates and analysis.,"Welcome to the Montreal Gazette’s live election coverage. Stay tuned throughout the night for updates and analysis. Questions/comments? ariga@postmedia.com
6:50 p.m. The two who could be PM
6:25 p.m. Smooth sailing in Montreal
So far, voting seems to be go… [+1955 chars]",2019-10-21T22:09:50Z
,"I thought Britain had biased, Left-wing media – until I spent time in Canada - Telegraph.co.uk","Justin Trudeau, a man who can&rsquo;t remember how many times he darkened his skin for comic effect, has managed to form a minority government in Canada.","Justin Trudeau, a man who cant remember how many times he darkened his skin for comic effect, has managed to form a minority government in Canada.
His Liberal Party won Mondays election with fewer votes than the Conservatives but, under a quirk of the first-… [+449 chars]",2019-10-27T06:00:00Z
Reuters Editorial,Canada NDP leader says Trudeau must respect realities of minority government,"The leader of Canada's left-wing New Democratic Party outlined his priority social issues including housing and healthcare on Tuesday, and said he hopes Prime Minister Justin Trudeau respects that he will need to work with other parties.","BURNABY, British Columbia (Reuters) - The leader of Canada’s left-wing New Democratic Party outlined his priority social issues including housing and healthcare on Tuesday, and said he hopes Prime Minister Justin Trudeau respects that he will need to work wit… [+438 chars]",2019-10-22T16:57:06Z
"Yessenia Funes on Earther, shared by Brian Kahn to Gizmodo",The Keystone Pipeline Spilled Oil (Again),"Pipelines were made for transporting oil. But some, it appears, were made for leaking. The Keystone Pipeline System is one of those. Read more...","Pipelines were made for transporting oil. But some, it appears, were made for leaking. The Keystone Pipeline System is one of those.
The system runs more than 2,600 miles from Canada and into Nebraska where it splits. And on Tuesday night, it began to spill … [+2818 chars]",2019-10-31T15:58:00Z
Lilit Marcus,The Toronto restaurant with a secret sake menu,"For some chefs, owning and operating a successful restaurant is achievement enough. But for Mitch Bates, owner of upscale Toronto restaurant Grey Gardens, food and drink are never something you can stop learning about.","(CNN) For some chefs, owning and operating a successful restaurant is achievement enough.
But for Mitch Bates, owner of upscale Toronto restaurant Grey Gardens, food and drink are never something you can stop learning about.
The American-born chef honed his… [+1539 chars]",2019-10-11T07:01:51Z
Michelle Meyers,"Best Buy Canada reportedly posts Pixel 4 product page, briefly - CNET","Screen grabs seem to confirm the updates we're expecting for Google's flagship phone, such as an iPhone 11-like square configuration.","9to5Google got a screenshot of a preorder page posted Saturday at Best Buy Canada.
9to5Google/Best Buy Canada/Screenshot by CNET
Sure, we'll find out everything we need to know about Google's updated flagship phones, the Pixel 4 and 4 XL, in just a couple d… [+1797 chars]",2019-10-13T17:42:00Z
Megan Specia,Nobel Prize in Physics Awarded for Study of the Universe’s Structure,James Peebles split the prize with Michel Mayor and Didier Queloz who were honored for their contributions to discoveries that expanded understanding of the universe.,"The Nobel Prize in Physics was awarded jointly to James Peebles, Michel Mayor and Didier Queloz for their contributions to the understanding of the evolution of the universe and the Earths place in the cosmos. 
Mr. Peebles was awarded half the prize, while M… [+611 chars]",2019-10-08T10:03:38Z
Greg Kumparak,SiriusXM picks up voice control support on Google/Nest devices,"Good news, satellite radio fans: SiriusXM is getting a bit easier to control on your various Google Home and Nest Mini speakers. The streaming radio network is at long last getting support for Google Assistant, allowing you to say things like “Hey Google, pla…","Good news, satellite radio fans: SiriusXM is getting a bit easier to control on your various Google Home and Nest Mini speakers.
The streaming radio network is at long last getting support for Google Assistant, allowing you to say things like Hey Google, pla… [+748 chars]",2019-10-30T13:01:48Z
,More beef products recalled due to possible E. coli contamination - Canoe,Whole Foods is the latest grocery chain affected by a recall of hundreds of beef and veal products across Canada due to possible E. coli contamination.The Canadian Food Inspection Agency has added …,"Whole Foods is the latest grocery chain affected by a recall of hundreds of beef and veal products across Canada due to possible E. coli contamination.
The Canadian Food Inspection Agency has added more than 50 beef products sold at the chain to the list of … [+1037 chars]",2019-10-20T02:50:00Z
,Blood clots don’t have to be deadly: how to recognize signs and symptoms - CityNews Vancouver,"One in four deaths in Canada is because of conditions caused by blood clots, and a new campaign offers an easy way to remember the symptoms of a clot in your leg or lung.","VANCOUVER (NEWS 1130) — One in four deaths in Canada is because of conditions caused by blood clots, and a new campaign offers an easy way to remember the symptoms of a clot in your leg or lung.
Dr. Anna Rahmani with UBC’s faculty of medicine says clots can … [+1445 chars]",2019-10-14T01:55:11Z
